"","site","product","lon","lat","event_no","index_start","index_peak","index_end","duration","date_start","date_peak","date_end","intensity_mean","intensity_max","intensity_var","intensity_cumulative","intensity_mean_relThresh","intensity_max_relThresh","intensity_var_relThresh","intensity_cumulative_relThresh","intensity_mean_abs","intensity_max_abs","intensity_var_abs","intensity_cumulative_abs","rate_onset","rate_decline"
"1","Lamberts Bay","CMC",18.2000007629395,-32,117,7332,7333,7334,3,2011-09-27,2011-09-28,2011-09-29,-0.6432,-0.7025,0.0809,-1.9295,-0.1391,-0.1984,0.0896,-0.4173,13.29,13.23,0.0872,39.87,-0.243,-0.2847
"2","Lamberts Bay","CMC",18.2000007629395,-32,118,7395,7395,7397,3,2011-11-29,2011-11-29,2011-12-01,-1.5474,-1.9187,0.3417,-4.6421,-0.668,-1.0381,0.3404,-2.0041,13.58,13.19,0.3601,40.74,-1.9187,-0.5183
"3","Lamberts Bay","CMC",18.2000007629395,-32,119,7591,7591,7593,3,2012-06-12,2012-06-12,2012-06-14,-0.6928,-0.816,0.1745,-2.0783,-0.2433,-0.3663,0.174,-0.73,12.6567,12.56,0.1504,37.97,-0.816,-0.2278
"4","Lamberts Bay","CMC",18.2000007629395,-32,120,7598,7599,7600,3,2012-06-19,2012-06-20,2012-06-21,-0.5483,-0.6112,0.0565,-1.645,-0.1264,-0.1889,0.0552,-0.3792,12.6333,12.57,0.0551,37.9,-0.2302,-0.2402
"5","Lamberts Bay","CMC",18.2000007629395,-32,121,7640,7642,7642,3,2012-07-31,2012-08-02,2012-08-02,-0.6276,-0.7564,0.154,-1.8829,-0.2104,-0.3376,0.1534,-0.6311,12.28,12.16,0.1513,36.84,-0.1687,-0.7564
"6","Lamberts Bay","CMC",18.2000007629395,-32,122,7654,7656,7656,3,2012-08-14,2012-08-16,2012-08-16,-0.7715,-0.9229,0.1466,-2.3145,-0.3254,-0.4808,0.1504,-0.9762,12.36,12.23,0.1253,37.08,-0.2431,-0.9229
"7","Lamberts Bay","CMC",17.6000003814697,-32.2000007629395,130,7269,7270,7271,3,2011-07-26,2011-07-27,2011-07-28,-1.0278,-1.1676,0.233,-3.0835,-0.499,-0.6384,0.2284,-1.4971,13.1,12.96,0.2254,39.3,-0.5255,-0.3927
"8","Lamberts Bay","CMC",17.6000003814697,-32.2000007629395,131,7283,7283,7285,3,2011-08-09,2011-08-09,2011-08-11,-0.6533,-0.7254,0.0625,-1.96,-0.1,-0.1713,0.0619,-0.3001,13.67,13.58,0.0781,41.01,-0.7254,-0.1659
"9","Lamberts Bay","CMC",17.6000003814697,-32.2000007629395,132,7297,7298,7299,3,2011-08-23,2011-08-24,2011-08-25,-1.1916,-1.4518,0.3371,-3.5749,-0.7028,-0.9629,0.3307,-2.1085,13.4,13.14,0.3516,40.2,-0.5304,-0.6976
"10","Lamberts Bay","CMC",17.6000003814697,-32.2000007629395,133,7304,7304,7306,3,2011-08-30,2011-08-30,2011-09-01,-1.3541,-1.6528,0.3166,-4.0624,-0.9281,-1.2192,0.3094,-2.7842,13.3533,13.04,0.3313,40.06,-1.6528,-0.4567
"11","Lamberts Bay","CMC",17.6000003814697,-32.2000007629395,134,7654,7656,7656,3,2012-08-14,2012-08-16,2012-08-16,-1.2325,-1.3849,0.207,-3.6976,-0.6884,-0.8452,0.2111,-2.0651,13.1833,13.05,0.1893,39.55,-0.3546,-1.3849
"12","Lamberts Bay","CMC",17.6000003814697,-32.2000007629395,135,7731,7731,7733,3,2012-10-30,2012-10-30,2012-11-01,-1.4027,-1.9034,0.4671,-4.2081,-0.8642,-1.376,0.4778,-2.5926,14.0433,13.52,0.4895,42.13,-1.9034,-0.5656
"13","Lamberts Bay","CMC",16.7999992370605,-32.4000015258789,121,7073,7075,7075,3,2011-01-11,2011-01-13,2011-01-13,-1.2735,-1.6563,0.4592,-3.8205,-0.6406,-1.0206,0.4562,-1.9219,17.3867,17,0.4632,52.16,-0.5097,-1.6563
"14","Lamberts Bay","CMC",16.7999992370605,-32.4000015258789,122,7080,7080,7082,3,2011-01-18,2011-01-18,2011-01-20,-0.9937,-1.1105,0.1633,-2.9811,-0.3367,-0.4577,0.1639,-1.01,17.6433,17.53,0.1629,52.93,-1.1105,-0.2315
"15","Lamberts Bay","CMC",16.7999992370605,-32.4000015258789,123,7094,7094,7096,3,2011-02-01,2011-02-01,2011-02-03,-1.3973,-2.1391,0.6436,-4.1918,-0.63,-1.376,0.6472,-1.89,17.2667,16.52,0.6479,51.8,-2.1391,-0.6579
"16","Lamberts Bay","CMC",16.7999992370605,-32.4000015258789,124,7171,7173,7173,3,2011-04-19,2011-04-21,2011-04-21,-0.8752,-1.1152,0.2171,-2.6257,-0.2976,-0.5358,0.2154,-0.8929,16.0333,15.77,0.2401,48.1,-0.3076,-1.1152
"17","Lamberts Bay","CMC",16.7999992370605,-32.4000015258789,125,7178,7180,7180,3,2011-04-26,2011-04-28,2011-04-28,-1.298,-1.4247,0.1525,-3.8941,-0.7156,-0.8408,0.151,-2.1468,15.5033,15.37,0.1595,46.51,-0.3441,-1.4247
"18","Lamberts Bay","CMC",16.7999992370605,-32.4000015258789,126,7185,7185,7187,3,2011-05-03,2011-05-03,2011-05-05,-0.9667,-1.1435,0.2086,-2.9001,-0.4245,-0.5898,0.2057,-1.2735,15.83,15.65,0.2095,47.49,-1.1435,-0.2534
"19","Lamberts Bay","CMC",16.7999992370605,-32.4000015258789,127,7241,7243,7243,3,2011-06-28,2011-06-30,2011-06-30,-0.4643,-0.5103,0.0419,-1.3929,-0.1083,-0.1547,0.0423,-0.3248,15.59,15.52,0.0656,46.77,-0.1185,-0.5103
"20","Lamberts Bay","CMC",16.7999992370605,-32.4000015258789,128,7269,7271,7271,3,2011-07-26,2011-07-28,2011-07-28,-1.4175,-1.4781,0.0588,-4.2526,-1.0661,-1.1256,0.0579,-3.1983,14.1167,14.05,0.0651,42.35,-0.3191,-1.4781
"21","Lamberts Bay","CMC",16.7999992370605,-32.4000015258789,129,7283,7284,7285,3,2011-08-09,2011-08-10,2011-08-11,-0.4584,-0.4817,0.0267,-1.3753,-0.1252,-0.1482,0.0305,-0.3757,15.0633,15.04,0.0252,45.19,-0.178,-0.1664
"22","Lamberts Bay","CMC",16.7999992370605,-32.4000015258789,130,7297,7299,7299,3,2011-08-23,2011-08-25,2011-08-25,-0.5101,-0.6073,0.0971,-1.5303,-0.2313,-0.331,0.0996,-0.6938,15.07,14.98,0.09,45.21,-0.1603,-0.6073
"23","Lamberts Bay","CMC",16.7999992370605,-32.4000015258789,131,7304,7304,7306,3,2011-08-30,2011-08-30,2011-09-01,-0.4886,-0.5366,0.0574,-1.4657,-0.2279,-0.2734,0.0568,-0.6836,15.1467,15.09,0.0603,45.44,-0.5366,-0.1138
"24","Lamberts Bay","CMC",16.7999992370605,-32.4000015258789,132,7332,7334,7334,3,2011-09-27,2011-09-29,2011-09-29,-0.4317,-0.4778,0.0662,-1.295,-0.1336,-0.1794,0.066,-0.4007,15.56,15.53,0.052,46.68,-0.12,-0.4778
"25","Lamberts Bay","CMC",16.7999992370605,-32.4000015258789,133,7654,7656,7656,3,2012-08-14,2012-08-16,2012-08-16,-0.6386,-0.7685,0.1333,-1.9159,-0.333,-0.4673,0.1378,-0.999,14.8967,14.77,0.1301,44.69,-0.207,-0.7685
"26","Lamberts Bay","CMC",16.7999992370605,-32.4000015258789,134,7710,7712,7712,3,2012-10-09,2012-10-11,2012-10-11,-0.3988,-0.4632,0.072,-1.1964,-0.0814,-0.1458,0.072,-0.2442,15.8233,15.78,0.0513,47.47,-0.1211,-0.4632
"27","Lamberts Bay","CMC",16.7999992370605,-32.4000015258789,135,7731,7731,7733,3,2012-10-30,2012-10-30,2012-11-01,-1.2467,-1.4402,0.1759,-3.7401,-0.8987,-1.096,0.1795,-2.6962,15.5167,15.29,0.2084,46.55,-1.4402,-0.3568
"28","Lamberts Bay","CMC",16.7999992370605,-32.4000015258789,136,7773,7773,7775,3,2012-12-11,2012-12-11,2012-12-13,-1.0771,-1.2233,0.1317,-3.2314,-0.494,-0.6452,0.1366,-1.482,16.9933,16.81,0.168,50.98,-1.2233,-0.2958
"29","Port Nolloth","CMC",16.2000007629395,-29.3999996185303,72,7542,7542,7544,3,2012-04-24,2012-04-24,2012-04-26,-1.2067,-1.473,0.2486,-3.6202,-0.7048,-0.9662,0.2435,-2.1145,14.16,13.93,0.2128,42.48,-1.473,-0.393
"30","Port Nolloth","CMC",16.2000007629395,-29.3999996185303,73,7584,7586,7586,3,2012-06-05,2012-06-07,2012-06-07,-0.7613,-1.0688,0.2801,-2.284,-0.2921,-0.6018,0.2823,-0.8763,13.4333,13.1,0.3055,40.3,-0.3234,-1.0688
"31","Port Nolloth","CMC",16.2000007629395,-29.3999996185303,74,7640,7642,7642,3,2012-07-31,2012-08-02,2012-08-02,-0.8006,-0.915,0.1772,-2.4019,-0.4331,-0.5465,0.1765,-1.2993,12.7,12.58,0.1825,38.1,-0.2467,-0.915
"32","Port Nolloth","CMC",16.2000007629395,-29.3999996185303,75,7661,7662,7663,3,2012-08-21,2012-08-22,2012-08-23,-0.6885,-0.7284,0.0558,-2.0655,-0.2453,-0.285,0.0543,-0.736,12.94,12.9,0.0693,38.82,-0.2481,-0.2774
"33","Port Nolloth","CMC",16.2000007629395,-29.3999996185303,76,7675,7675,7677,3,2012-09-04,2012-09-04,2012-09-06,-0.6163,-0.9355,0.2789,-1.849,-0.2413,-0.5535,0.2734,-0.7238,13.2933,12.95,0.2984,39.88,-0.9355,-0.2754
"34","Port Nolloth","CMC",15.3999996185303,-29.6000003814697,69,7248,7248,7250,3,2011-07-05,2011-07-05,2011-07-07,-0.5778,-0.5998,0.0337,-1.7333,-0.2935,-0.3137,0.0321,-0.8805,14.1667,14.15,0.0208,42.5,-0.5998,-0.1321
"35","Port Nolloth","CMC",15.3999996185303,-29.6000003814697,70,7269,7271,7271,3,2011-07-26,2011-07-28,2011-07-28,-0.4488,-0.5622,0.1133,-1.3464,-0.1342,-0.2468,0.1125,-0.4027,14.04,13.92,0.12,42.12,-0.1578,-0.5622
"36","Port Nolloth","CMC",15.3999996185303,-29.6000003814697,71,7542,7542,7544,3,2012-04-24,2012-04-24,2012-04-26,-0.7791,-0.9378,0.1713,-2.3374,-0.338,-0.4932,0.1679,-1.014,15.8633,15.74,0.1365,47.59,-0.9378,-0.2556
"37","Port Nolloth","CMC",15.3999996185303,-29.6000003814697,72,7577,7579,7579,3,2012-05-29,2012-05-31,2012-05-31,-0.6934,-0.8443,0.1905,-2.0803,-0.3848,-0.5382,0.193,-1.1544,14.8733,14.69,0.2219,44.62,-0.2419,-0.8443
"38","Port Nolloth","CMC",15.3999996185303,-29.6000003814697,73,7584,7586,7586,3,2012-06-05,2012-06-07,2012-06-07,-0.5764,-0.6951,0.1088,-1.7293,-0.2712,-0.3892,0.1081,-0.8136,14.7767,14.63,0.1365,44.33,-0.1818,-0.6951
"39","Port Nolloth","CMC",15.3999996185303,-29.6000003814697,74,7640,7642,7642,3,2012-07-31,2012-08-02,2012-08-02,-0.4506,-0.4866,0.0313,-1.3517,-0.1305,-0.165,0.03,-0.3915,14.01,13.97,0.0346,42.03,-0.1077,-0.4866
"40","Port Nolloth","CMC",15.3999996185303,-29.6000003814697,75,7661,7661,7663,3,2012-08-21,2012-08-21,2012-08-23,-0.8067,-0.9014,0.0982,-2.4201,-0.4383,-0.5303,0.0955,-1.3148,13.7467,13.64,0.1102,41.24,-0.9014,-0.2195
"41","Port Nolloth","CMC",15.3999996185303,-29.6000003814697,76,7675,7675,7677,3,2012-09-04,2012-09-04,2012-09-06,-0.6421,-0.7274,0.074,-1.9263,-0.3197,-0.4002,0.0701,-0.9591,14.1133,14.01,0.0896,42.34,-0.7274,-0.1702
"42","Saldanha Bay","CMC",17.7999992370605,-33,139,7283,7285,7285,3,2011-08-09,2011-08-11,2011-08-11,-0.9317,-0.9803,0.0477,-2.7951,-0.3703,-0.4221,0.0497,-1.111,13.4033,13.36,0.0451,40.21,-0.2062,-0.9803
"43","Saldanha Bay","CMC",17.7999992370605,-33,140,7290,7292,7292,3,2011-08-16,2011-08-18,2011-08-18,-1.279,-1.3595,0.1138,-3.8371,-0.7624,-0.85,0.1206,-2.2872,13.11,13.04,0.1044,39.33,-0.314,-1.3595
"44","Saldanha Bay","CMC",17.7999992370605,-33,141,7332,7333,7334,3,2011-09-27,2011-09-28,2011-09-29,-0.5806,-0.6702,0.0802,-1.7417,-0.1375,-0.2269,0.0798,-0.4124,14.25,14.16,0.0794,42.75,-0.2749,-0.2615
"45","Saldanha Bay","CMC",17.7999992370605,-33,142,7402,7402,7404,3,2011-12-06,2011-12-06,2011-12-08,-2.4881,-2.6015,0.1806,-7.4644,-1.502,-1.6211,0.1813,-4.5061,12.9233,12.79,0.1815,38.77,-2.6015,-0.524
"46","Saldanha Bay","CMC",17.7999992370605,-33,143,7731,7731,7733,3,2012-10-30,2012-10-30,2012-11-01,-2.6323,-2.813,0.1643,-7.8968,-2.1308,-2.3174,0.1683,-6.3924,12.54,12.33,0.1852,37.62,-2.813,-0.6068
"47","Saldanha Bay","CMC",17.7999992370605,-33,144,7738,7739,7740,3,2012-11-06,2012-11-07,2012-11-08,-1.4705,-1.4943,0.0408,-4.4114,-0.9174,-0.9487,0.0478,-2.7521,13.8833,13.84,0.0586,41.65,-0.4983,-0.5217
"48","Saldanha Bay","CMC",17.3999996185303,-33,137,7192,7192,7194,3,2011-05-10,2011-05-10,2011-05-12,-1.3658,-1.595,0.3364,-4.0975,-0.6608,-0.8845,0.3316,-1.9825,15.7067,15.47,0.343,47.12,-1.595,-0.4421
"49","Saldanha Bay","CMC",17.3999996185303,-33,138,7227,7229,7229,3,2011-06-14,2011-06-16,2011-06-16,-0.8383,-1.0553,0.296,-2.515,-0.3781,-0.5989,0.2997,-1.1343,15.67,15.43,0.3175,47.01,-0.3219,-1.0553
"50","Saldanha Bay","CMC",17.3999996185303,-33,139,7283,7283,7285,3,2011-08-09,2011-08-09,2011-08-11,-0.572,-0.641,0.0604,-1.7161,-0.1278,-0.1905,0.0557,-0.3835,15.1367,15.07,0.0586,45.41,-0.641,-0.1471
"51","Saldanha Bay","CMC",17.3999996185303,-33,140,7290,7292,7292,3,2011-08-16,2011-08-18,2011-08-18,-0.5591,-0.6063,0.043,-1.6772,-0.1606,-0.2144,0.0477,-0.4818,15.1533,15.11,0.0404,45.46,-0.1328,-0.6063
"52","Saldanha Bay","CMC",17.3999996185303,-33,141,7402,7404,7404,3,2011-12-06,2011-12-08,2011-12-08,-0.8538,-1.0158,0.155,-2.5614,-0.2207,-0.3766,0.1519,-0.6622,17.1633,17.03,0.1405,51.49,-0.2386,-1.0158
"53","Saldanha Bay","CMC",17.3999996185303,-33,142,7731,7731,7733,3,2012-10-30,2012-10-30,2012-11-01,-1.1736,-1.3229,0.1318,-3.5209,-0.7577,-0.9021,0.1282,-2.273,15.72,15.53,0.1646,47.16,-1.3229,-0.3042
"54","Saldanha Bay","CMC",17.3999996185303,-33,143,7773,7773,7775,3,2012-12-11,2012-12-11,2012-12-13,-1.9805,-2.0267,0.0412,-5.9416,-1.3225,-1.3727,0.0449,-3.9674,16.1867,16.11,0.0709,48.56,-2.0267,-0.4212
"55","Saldanha Bay","CMC",16.3999996185303,-33.2000007629395,129,7094,7096,7096,3,2011-02-01,2011-02-03,2011-02-03,-2.1369,-2.3099,0.234,-6.4108,-1.6441,-1.8163,0.234,-4.9324,18.5933,18.43,0.2329,55.78,-0.4779,-2.3099
"56","Saldanha Bay","CMC",16.3999996185303,-33.2000007629395,130,7227,7229,7229,3,2011-06-14,2011-06-16,2011-06-16,-0.6536,-0.8133,0.152,-1.9608,-0.3701,-0.5281,0.1502,-1.1104,16.5033,16.31,0.1856,49.51,-0.2232,-0.8133
"57","Saldanha Bay","CMC",16.3999996185303,-33.2000007629395,131,7556,7556,7558,3,2012-05-08,2012-05-08,2012-05-10,-0.4629,-0.5127,0.0499,-1.3886,-0.0483,-0.0945,0.0463,-0.1449,17.97,17.95,0.02,53.91,-0.5127,-0.1225
"58","Saldanha Bay","CMC",16.3999996185303,-33.2000007629395,132,7570,7572,7572,3,2012-05-22,2012-05-24,2012-05-24,-0.6553,-0.6883,0.0288,-1.9658,-0.326,-0.3677,0.0369,-0.978,17.3367,17.27,0.0611,52.01,-0.1483,-0.6883
"59","Saldanha Bay","CMC",16.3999996185303,-33.2000007629395,133,7710,7711,7712,3,2012-10-09,2012-10-10,2012-10-11,-0.5242,-0.6139,0.0834,-1.5725,-0.1758,-0.2656,0.084,-0.5275,16.1,16.01,0.0954,48.3,-0.2394,-0.2596
"60","Saldanha Bay","CMC",16.3999996185303,-33.2000007629395,134,7717,7719,7719,3,2012-10-16,2012-10-18,2012-10-18,-0.4945,-0.5744,0.0698,-1.4836,-0.1354,-0.2137,0.0684,-0.4063,16.32,16.27,0.0436,48.96,-0.1408,-0.5744
"61","Saldanha Bay","CMC",16.3999996185303,-33.2000007629395,135,7731,7731,7733,3,2012-10-30,2012-10-30,2012-11-01,-0.7602,-0.847,0.0809,-2.2806,-0.3805,-0.4687,0.0824,-1.1414,16.5467,16.42,0.1206,49.64,-0.847,-0.2014
"62","Saldanha Bay","CMC",16.3999996185303,-33.2000007629395,136,7738,7739,7740,3,2012-11-06,2012-11-07,2012-11-08,-0.6163,-0.663,0.0739,-1.849,-0.2301,-0.2763,0.0731,-0.6902,16.9767,16.93,0.0451,50.93,-0.265,-0.2237
"63","Sea Point","CMC",18.2000007629395,-33.7999992370605,123,7082,7082,7084,3,2011-11-29,2011-11-29,2011-12-01,-2.4987,-2.8357,0.2949,-7.4962,-1.5656,-1.9077,0.2989,-4.6967,12.08,11.73,0.3051,36.24,-2.8357,-0.6597
"64","Sea Point","CMC",18.2000007629395,-33.7999992370605,124,7285,7287,7287,3,2012-06-19,2012-06-21,2012-06-21,-1.932,-2.2798,0.379,-5.7959,-1.3685,-1.7232,0.3815,-4.1056,12.7667,12.41,0.3821,38.3,-0.5143,-2.2798
"65","Sea Point","CMC",18.2000007629395,-33.7999992370605,125,7334,7335,7336,3,2012-08-07,2012-08-08,2012-08-09,-1.4432,-1.5863,0.2106,-4.3295,-0.9104,-1.0527,0.208,-2.7311,13.0033,12.86,0.2146,39.01,-0.5436,-0.6571
"66","Sea Point","CMC",18.2000007629395,-33.7999992370605,126,7341,7342,7343,3,2012-08-14,2012-08-15,2012-08-16,-0.7595,-0.8592,0.1059,-2.2785,-0.2675,-0.3673,0.1026,-0.8024,13.73,13.63,0.1114,41.19,-0.3158,-0.3567
"67","Sea Point","CMC",18.2000007629395,-33.7999992370605,127,7404,7406,7406,3,2012-10-16,2012-10-18,2012-10-18,-1.0971,-1.3962,0.3041,-3.2914,-0.4469,-0.7497,0.3076,-1.3407,13.41,13.1,0.3151,40.23,-0.4008,-1.3962
"68","Sea Point","CMC",18.2000007629395,-33.7999992370605,128,7411,7412,7413,3,2012-10-23,2012-10-24,2012-10-25,-2.5769,-2.6529,0.071,-7.7306,-1.9469,-2.0232,0.0707,-5.8406,11.8967,11.82,0.0709,35.69,-0.9311,-0.9135
"69","Sea Point","CMC",18.2000007629395,-33.7999992370605,129,7453,7454,7455,3,2012-12-04,2012-12-05,2012-12-06,-1.9707,-2.1399,0.2636,-5.9121,-0.9988,-1.1681,0.257,-2.9965,12.73,12.56,0.2364,38.19,-0.8709,-0.7249
"70","Sea Point","CMC",17.7999992370605,-33.7999992370605,138,6809,6809,6811,3,2011-03-01,2011-03-01,2011-03-03,-2.2294,-2.8188,0.5427,-6.6881,-0.6848,-1.2587,0.5275,-2.0544,14.33,13.76,0.5237,42.99,-2.8188,-0.7774
"71","Sea Point","CMC",17.7999992370605,-33.7999992370605,139,7334,7335,7336,3,2012-08-07,2012-08-08,2012-08-09,-1.065,-1.1815,0.1097,-3.195,-0.6549,-0.7713,0.1067,-1.9647,14.4467,14.33,0.1106,43.34,-0.4377,-0.4665
"72","Sea Point","CMC",17.7999992370605,-33.7999992370605,140,7341,7343,7343,3,2012-08-14,2012-08-16,2012-08-16,-0.4997,-0.5416,0.0404,-1.499,-0.1281,-0.1708,0.0411,-0.3843,15.0367,15,0.0351,45.11,-0.1244,-0.5416
"73","Sea Point","CMC",17.7999992370605,-33.7999992370605,141,7404,7405,7406,3,2012-10-16,2012-10-17,2012-10-18,-0.7444,-0.7674,0.0246,-2.2333,-0.3083,-0.3316,0.0243,-0.9249,15.1533,15.13,0.0321,45.46,-0.2624,-0.2721
"74","Sea Point","CMC",17.7999992370605,-33.7999992370605,142,7411,7412,7413,3,2012-10-23,2012-10-24,2012-10-25,-0.5895,-0.6688,0.0705,-1.7684,-0.1334,-0.2124,0.0715,-0.4002,15.43,15.35,0.08,46.29,-0.2574,-0.2678
"75","Sea Point","CMC",17.7999992370605,-33.7999992370605,143,7460,7461,7462,3,2012-12-11,2012-12-12,2012-12-13,-1.798,-1.9913,0.2016,-5.394,-0.8558,-1.0487,0.194,-2.5674,15.5433,15.35,0.1815,46.63,-0.7979,-0.723
"76","Sea Point","CMC",16.7999992370605,-33.4000015258789,130,7068,7068,7070,3,2011-11-15,2011-11-15,2011-11-17,-0.57,-0.6785,0.1045,-1.71,-0.1573,-0.2702,0.1069,-0.472,17.48,17.33,0.1323,52.44,-0.6785,-0.1591
"77","Sea Point","CMC",16.7999992370605,-33.4000015258789,131,7425,7426,7427,3,2012-11-06,2012-11-07,2012-11-08,-0.531,-0.5644,0.0495,-1.5931,-0.1313,-0.1648,0.051,-0.3939,17.1533,17.12,0.0289,51.46,-0.2182,-0.1914
"78","Sea Point","CMC",16.7999992370605,-33.4000015258789,132,7453,7454,7455,3,2012-12-04,2012-12-05,2012-12-06,-0.7234,-0.7498,0.0245,-2.1701,-0.1973,-0.2231,0.0281,-0.592,18.1767,18.13,0.0643,54.53,-0.2603,-0.266
"79","Lamberts Bay","CMC",18.2000007629395,-32,123,7829,7829,7831,3,2013-02-05,2013-02-05,2013-02-07,-1.6174,-1.8535,0.205,-4.8522,-0.722,-0.9605,0.207,-2.1661,14.6867,14.45,0.2055,44.06,-1.8535,-0.4385
"80","Lamberts Bay","CMC",18.2000007629395,-32,124,8081,8083,8083,3,2013-10-15,2013-10-17,2013-10-17,-1.641,-2.1964,0.4823,-4.9229,-1.0503,-1.6055,0.4821,-3.151,12.6067,12.07,0.4654,37.82,-0.6128,-2.1964
"81","Lamberts Bay","CMC",18.2000007629395,-32,125,8088,8088,8090,3,2013-10-22,2013-10-22,2013-10-24,-1.8047,-2.3205,0.4476,-5.414,-1.2111,-1.7284,0.4489,-3.6334,12.59,12.05,0.4694,37.77,-2.3205,-0.6243
"82","Lamberts Bay","CMC",17.6000003814697,-32.2000007629395,136,7829,7829,7831,3,2013-02-05,2013-02-05,2013-02-07,-2.0015,-2.2492,0.2149,-6.0046,-1.0186,-1.2594,0.2092,-3.0559,14.6233,14.37,0.2196,43.87,-2.2492,-0.5216
"83","Lamberts Bay","CMC",17.6000003814697,-32.2000007629395,137,7955,7957,7957,3,2013-06-11,2013-06-13,2013-06-13,-0.8325,-1.0315,0.2174,-2.4975,-0.2741,-0.4674,0.2118,-0.8224,13.4333,13.23,0.2219,40.3,-0.2925,-1.0315
"84","Lamberts Bay","CMC",17.6000003814697,-32.2000007629395,138,8088,8088,8090,3,2013-10-22,2013-10-22,2013-10-24,-1.0791,-1.3364,0.2228,-3.2374,-0.6158,-0.8802,0.2291,-1.8473,14.1933,13.92,0.2369,42.58,-1.3364,-0.3447
"85","Lamberts Bay","CMC",17.6000003814697,-32.2000007629395,139,8228,8230,8230,3,2014-03-11,2014-03-13,2014-03-13,-2.4235,-2.8049,0.5377,-7.2705,-1.3959,-1.7773,0.537,-4.1876,13.8433,13.43,0.5672,41.53,-0.7603,-2.8049
"86","Lamberts Bay","CMC",16.7999992370605,-32.4000015258789,137,7829,7830,7831,3,2013-02-05,2013-02-06,2013-02-07,-2.5775,-2.6276,0.0541,-7.7324,-1.8039,-1.8537,0.054,-5.4117,16.1,16.05,0.0557,48.3,-0.8902,-0.9117
"87","Lamberts Bay","CMC",16.7999992370605,-32.4000015258789,138,7955,7956,7957,3,2013-06-11,2013-06-12,2013-06-13,-0.6618,-0.7485,0.1209,-1.9853,-0.3466,-0.4334,0.1184,-1.0399,15.8167,15.73,0.1415,47.45,-0.3244,-0.2613
"88","Lamberts Bay","CMC",16.7999992370605,-32.4000015258789,139,8088,8088,8090,3,2013-10-22,2013-10-22,2013-10-24,-0.5283,-0.558,0.0257,-1.5849,-0.204,-0.2355,0.0274,-0.6119,15.9867,15.93,0.0513,47.96,-0.558,-0.1207
"89","Lamberts Bay","CMC",16.7999992370605,-32.4000015258789,140,8221,8222,8223,3,2014-03-04,2014-03-05,2014-03-06,-1.2858,-1.349,0.0771,-3.8574,-0.537,-0.6003,0.0754,-1.6109,17.1133,17.05,0.0929,51.34,-0.4994,-0.4632
"90","Lamberts Bay","CMC",16.7999992370605,-32.4000015258789,141,8228,8230,8230,3,2014-03-11,2014-03-13,2014-03-13,-2.6577,-2.8843,0.3106,-7.973,-1.89,-2.1163,0.3101,-5.6701,15.5767,15.32,0.3383,46.73,-0.693,-2.8843
"91","Lamberts Bay","CMC",16.7999992370605,-32.4000015258789,142,8480,8482,8482,3,2014-11-18,2014-11-20,2014-11-20,-1.468,-1.591,0.1156,-4.4039,-1.0346,-1.1511,0.109,-3.1038,15.8933,15.8,0.0862,47.68,-0.3641,-1.591
"92","Lamberts Bay","CMC",16.7999992370605,-32.4000015258789,143,8494,8495,8496,3,2014-12-02,2014-12-03,2014-12-04,-0.9771,-1.3102,0.3352,-2.9314,-0.4431,-0.7765,0.333,-1.3292,16.7833,16.45,0.3208,50.35,-0.6602,-0.5463
"93","Port Nolloth","CMC",16.7999992370605,-29.2000007629395,81,8081,8082,8083,3,2013-10-15,2013-10-16,2013-10-17,-1.5318,-1.8213,0.4827,-4.5953,-0.6883,-0.9777,0.4733,-2.0648,10.85,10.56,0.4597,32.55,-0.8894,-0.6144
"94","Port Nolloth","CMC",16.7999992370605,-29.2000007629395,82,8088,8089,8090,3,2013-10-22,2013-10-23,2013-10-24,-1.6622,-1.8849,0.2258,-4.9867,-0.761,-0.9839,0.2221,-2.2831,10.9633,10.74,0.2074,32.89,-0.7788,-0.7005
"95","Port Nolloth","CMC",16.2000007629395,-29.3999996185303,77,8046,8048,8048,3,2013-09-10,2013-09-12,2013-09-12,-0.7091,-1.1045,0.3427,-2.1272,-0.3722,-0.7703,0.3449,-1.1166,13.35,12.98,0.3214,40.05,-0.3371,-1.1045
"96","Port Nolloth","CMC",16.2000007629395,-29.3999996185303,78,8081,8083,8083,3,2013-10-15,2013-10-17,2013-10-17,-1.3161,-1.5882,0.3241,-3.9483,-0.7168,-0.9844,0.3195,-2.1504,13.7267,13.49,0.2899,41.18,-0.4438,-1.5882
"97","Port Nolloth","CMC",16.2000007629395,-29.3999996185303,79,8088,8089,8090,3,2013-10-22,2013-10-23,2013-10-24,-1.6578,-1.8175,0.1403,-4.9733,-1.023,-1.1827,0.1393,-3.069,13.66,13.5,0.14,40.98,-0.6935,-0.6779
"98","Port Nolloth","CMC",15.3999996185303,-29.6000003814697,77,8081,8083,8083,3,2013-10-15,2013-10-17,2013-10-17,-0.963,-1.1652,0.2207,-2.889,-0.6109,-0.8115,0.219,-1.8327,14.9733,14.81,0.1823,44.92,-0.3206,-1.1652
"99","Port Nolloth","CMC",15.3999996185303,-29.6000003814697,78,8088,8089,8090,3,2013-10-22,2013-10-23,2013-10-24,-1.1969,-1.2701,0.0691,-3.5906,-0.8448,-0.9181,0.0696,-2.5345,15.0233,14.95,0.0945,45.07,-0.4508,-0.4692
