,site,product,lon,lat,event_no,index_start,index_peak,index_end,duration,date_start,date_peak,date_end,intensity_mean,intensity_max,intensity_var,intensity_cumulative,intensity_mean_relThresh,intensity_max_relThresh,intensity_var_relThresh,intensity_cumulative_relThresh,intensity_mean_abs,intensity_max_abs,intensity_var_abs,intensity_cumulative_abs,rate_onset,rate_decline
135,Lamberts Bay,SACTN,18.30262184,-32.09184626,135,9372,9372,9374,3,2015-11-23,2015-11-23,2015-11-25,-1.2589,-1.5716,0.2711,-3.7766,-0.401,-0.731,0.2858,-1.203,11.8333,11.5,0.2887,35.5,-1.5716,-0.3773
136,Lamberts Bay,SACTN,18.30262184,-32.09184626,136,9400,9401,9402,3,2015-12-21,2015-12-22,2015-12-23,-3.0768,-3.2437,0.286,-9.2303,-2.192,-2.3563,0.2837,-6.576,10.6667,10.5,0.2887,32,-1.247,-0.8362
137,Lamberts Bay,SACTN,18.30262184,-32.09184626,137,9407,9408,9409,3,2015-12-28,2015-12-29,2015-12-30,-1.835,-2.1678,0.5555,-5.505,-0.9399,-1.2736,0.5493,-2.8196,11.8333,11.5,0.5774,35.5,-1.0473,-0.6905
138,Lamberts Bay,SACTN,18.30262184,-32.09184626,138,9568,9568,9570,3,2016-06-06,2016-06-06,2016-06-08,-1.616,-2.1274,0.8759,-4.848,-1.2394,-1.7555,0.88,-3.7182,11.5,11,0.866,34.5,-2.1274,-0.8113
139,Lamberts Bay,SACTN,18.30262184,-32.09184626,139,9582,9584,9584,3,2016-06-20,2016-06-22,2016-06-22,-0.6175,-0.9386,0.2782,-1.8525,-0.1811,-0.5,0.2763,-0.5433,12.3333,12,0.2887,37,-0.2828,-0.5115
140,Lamberts Bay,SACTN,18.30262184,-32.09184626,140,9596,9596,9606,11,2016-07-04,2016-07-04,2016-07-14,-0.7796,-1.3401,0.4571,-8.5758,-0.488,-1,0.4454,-5.3675,12.0053,11.5,0.4431,132.0578,-1.3401,-0.0351
141,Lamberts Bay,SACTN,18.30262184,-32.09184626,141,9750,9751,9754,5,2016-12-05,2016-12-06,2016-12-09,-1.0174,-1.3997,0.2155,-5.0868,-0.2236,-0.5893,0.2098,-1.118,12.4,12,0.2236,62,-0.6395,-0.2634
142,Lamberts Bay,SACTN,18.30262184,-32.09184626,142,9862,9862,9865,4,2017-03-27,2017-03-27,2017-03-30,-2.3947,-3.0236,0.4804,-9.5789,-1.7417,-2.3425,0.4707,-6.9668,11.125,10.5,0.4787,44.5,-3.0236,-0.5043
143,Lamberts Bay,SACTN,18.30262184,-32.09184626,143,9962,9967,9970,9,2017-07-05,2017-07-10,2017-07-13,-1.3871,-2.2728,0.8858,-12.484,-1.0956,-1.991,0.8969,-9.8601,11.3981,10.5,0.9008,102.5826,-0.2922,-0.401
144,Lamberts Bay,SACTN,18.30262184,-32.09184626,144,9976,9976,9978,3,2017-07-19,2017-07-19,2017-07-21,-1.1837,-1.1886,0.0049,-3.5511,-0.9679,-0.9705,0.0027,-2.9036,11.5,11.5,0,34.5,-1.1886,-0.2397
145,Lamberts Bay,SACTN,18.30262184,-32.09184626,145,10014,10018,10019,6,2017-08-26,2017-08-30,2017-08-31,-0.6341,-1.0827,0.5249,-3.8045,-0.2549,-0.7011,0.5216,-1.5296,12.4296,12,0.5101,74.5778,-0.183,-0.5242
146,Lamberts Bay,SACTN,18.30262184,-32.09184626,146,10045,10045,10047,3,2017-09-26,2017-09-26,2017-09-28,-2.1865,-2.3737,0.2895,-6.5595,-1.7327,-1.9185,0.2868,-5.1981,10.6667,10.5,0.2887,32,-2.3737,-0.4829
147,Lamberts Bay,SACTN,18.30262184,-32.09184626,147,10107,10108,10110,4,2017-11-27,2017-11-28,2017-11-30,-1.4838,-2.2174,1.1518,-5.9351,-0.619,-1.3439,1.1353,-2.4762,11.75,11,1.1902,47,-0.7517,NA
148,Port Nolloth,SACTN,16.86710358,-29.25240668,1,24,26,26,3,1989-01-24,1989-01-26,1989-01-26,-1.6485,-2.1598,0.5111,-4.9455,-0.5135,-1.021,0.5065,-1.5404,11.5,11,0.5,34.5,-0.8107,-2.488
149,Port Nolloth,SACTN,16.86710358,-29.25240668,2,45,46,47,3,1989-02-14,1989-02-15,1989-02-16,-2.0222,-2.3557,0.2891,-6.0666,-0.9683,-1.3016,0.2891,-2.9048,11.3333,11,0.2887,34,-2.5127,-1.4883
150,Port Nolloth,SACTN,16.86710358,-29.25240668,3,74,74,76,3,1989-03-15,1989-03-15,1989-03-17,-1.8501,-2.1876,0.2923,-5.5502,-0.9473,-1.2806,0.2887,-2.8418,11.3333,11,0.2887,34,-1.9934,-0.2042
151,Port Nolloth,SACTN,16.86710358,-29.25240668,4,93,93,97,5,1989-04-03,1989-04-03,1989-04-07,-1.5149,-1.6271,0.2234,-7.5746,-0.6723,-0.7758,0.2252,-3.3614,11.6,11.5,0.2236,58,-0.9956,-0.0065
152,Port Nolloth,SACTN,16.86710358,-29.25240668,5,101,103,103,3,1989-04-11,1989-04-13,1989-04-13,-1.2186,-1.5379,0.2766,-3.6559,-0.4596,-0.7935,0.2891,-1.3789,11.8333,11.5,0.2887,35.5,-0.2865,-1.5157
153,Port Nolloth,SACTN,16.86710358,-29.25240668,6,156,158,162,7,1989-06-05,1989-06-07,1989-06-11,-1.524,-2.0338,0.3002,-10.6678,-0.8484,-1.3645,0.3087,-5.9387,11,10.5,0.2887,77,-0.4916,-0.2875
154,Port Nolloth,SACTN,16.86710358,-29.25240668,7,184,184,186,3,1989-07-03,1989-07-03,1989-07-05,-1.7786,-2.2932,0.5145,-5.3359,-1.0038,-1.5081,0.5041,-3.0113,10.5,10,0.5,31.5,-2.4853,-0.4145
155,Port Nolloth,SACTN,16.86710358,-29.25240668,8,247,251,252,6,1989-09-04,1989-09-08,1989-09-09,-0.8403,-2.0141,1.1327,-5.042,-0.2252,-1.3919,1.1255,-1.3514,11.1667,10,1.1255,67,-0.3383,-0.6627
156,Port Nolloth,SACTN,16.86710358,-29.25240668,9,264,266,267,4,1989-09-21,1989-09-23,1989-09-24,-1.8267,-2.0808,0.2882,-7.3067,-1.1641,-1.4177,0.2876,-4.6564,10.25,10,0.2887,41,-0.3083,-0.1558
157,Port Nolloth,SACTN,16.86710358,-29.25240668,10,272,275,275,4,1989-09-29,1989-10-02,1989-10-02,-1.4116,-1.6794,0.2895,-5.6466,-0.7411,-0.9984,0.2869,-2.9645,10.75,10.5,0.2887,43,-0.0115,-0.4876
158,Port Nolloth,SACTN,16.86710358,-29.25240668,11,280,283,283,4,1989-10-07,1989-10-10,1989-10-10,-2.1381,-2.2828,0.264,-8.5524,-1.375,-1.5,0.25,-5.5,10.125,10,0.25,40.5,-0.1563,-0.49
159,Port Nolloth,SACTN,16.86710358,-29.25240668,12,289,290,295,7,1989-10-16,1989-10-17,1989-10-22,-1.3734,-1.8493,0.3897,-9.614,-0.5062,-1.0032,0.4063,-3.5435,11,10.5,0.4082,77,-0.1773,-0.0321
160,Port Nolloth,SACTN,16.86710358,-29.25240668,13,301,309,309,9,1989-10-28,1989-11-05,1989-11-05,-1.6999,-2.1448,0.4101,-15.2987,-0.6514,-1.0871,0.4169,-5.863,10.8889,10.5,0.4167,98,-0.0449,0.5075
161,Port Nolloth,SACTN,16.86710358,-29.25240668,14,314,320,320,7,1989-11-10,1989-11-16,1989-11-16,-1.1897,-1.7069,0.4201,-8.3277,-0.1401,-0.6419,0.4096,-0.9805,11.5,11,0.4082,80.5,-0.1211,-0.9923
162,Port Nolloth,SACTN,16.86710358,-29.25240668,15,325,327,327,3,1989-11-21,1989-11-23,1989-11-23,-1.5879,-1.7597,0.2932,-4.7637,-0.5118,-0.6871,0.2952,-1.5355,11.1667,11,0.2887,33.5,-0.3057,0.0049
163,Port Nolloth,SACTN,16.86710358,-29.25240668,16,331,332,333,3,1989-11-27,1989-11-28,1989-11-29,-1.6216,-1.7887,0.2842,-4.8648,-0.593,-0.7597,0.2748,-1.779,11.1667,11,0.2887,33.5,0.1605,-1.1626
164,Port Nolloth,SACTN,16.86710358,-29.25240668,17,343,344,346,4,1989-12-09,1989-12-10,1989-12-12,-1.1561,-1.3948,0.2655,-4.6244,-0.1186,-0.3581,0.2712,-0.4743,11.75,11.5,0.2887,47,0.3158,-0.0785
165,Port Nolloth,SACTN,16.86710358,-29.25240668,18,352,358,359,8,1989-12-18,1989-12-24,1989-12-25,-1.4447,-2.0833,0.5213,-11.5574,-0.4248,-1.0645,0.5221,-3.3983,11.625,11,0.5175,93,-0.0066,-0.3293
166,Port Nolloth,SACTN,16.86710358,-29.25240668,19,386,387,388,3,1990-01-21,1990-01-22,1990-01-23,-2.1193,-3.1191,0.8659,-6.3579,-1.0059,-2.0048,0.8651,-3.0177,11,10,0.866,33,-1.5077,-0.9907
167,Port Nolloth,SACTN,16.86710358,-29.25240668,20,394,398,400,7,1990-01-29,1990-02-02,1990-02-04,-1.5764,-2.2275,0.7561,-11.0349,-0.4477,-1.1,0.7579,-3.1339,11.6429,11,0.748,81.5,-0.2307,-1.2934
168,Port Nolloth,SACTN,16.86710358,-29.25240668,21,471,472,473,3,1990-04-16,1990-04-17,1990-04-18,-1.8,-2.4668,0.751,-5.4001,-1.0769,-1.7435,0.7533,-3.2306,11.1667,10.5,0.7638,33.5,-1.4808,-0.6865
169,Port Nolloth,SACTN,16.86710358,-29.25240668,22,492,492,496,5,1990-05-07,1990-05-07,1990-05-11,-0.7242,-0.7363,0.0092,-3.621,-0.0513,-0.0694,0.0139,-0.2566,12,12,0,60,-0.9932,-0.0612
170,Port Nolloth,SACTN,16.86710358,-29.25240668,23,511,512,513,3,1990-05-26,1990-05-27,1990-05-28,-1.4515,-1.6179,0.2816,-4.3544,-0.8092,-0.9758,0.2831,-2.4275,11.1667,11,0.2887,33.5,-0.6584,-0.5075
171,Port Nolloth,SACTN,16.86710358,-29.25240668,24,531,534,538,8,1990-06-15,1990-06-18,1990-06-22,-1.1719,-2.4248,0.6651,-9.3749,-0.4296,-1.6871,0.6746,-3.4371,11.25,10,0.6547,90,-0.3475,-0.2851
172,Port Nolloth,SACTN,16.86710358,-29.25240668,25,572,580,582,11,1990-07-26,1990-08-03,1990-08-05,-1.5693,-2.1915,0.5256,-17.2623,-1.0353,-1.671,0.5353,-11.3887,10.4455,9.8,0.5429,114.9,-0.1209,0.0761
173,Port Nolloth,SACTN,16.86710358,-29.25240668,26,594,595,612,19,1990-08-17,1990-08-18,1990-09-04,-1.4244,-1.9692,0.4501,-27.0634,-0.8731,-1.4661,0.459,-16.5885,10.5474,10,0.4514,200.4,-0.8326,-0.0584
174,Port Nolloth,SACTN,16.86710358,-29.25240668,27,625,626,627,3,1990-09-17,1990-09-18,1990-09-19,-1.7802,-2.0467,0.2309,-5.3405,-1.1268,-1.3935,0.2309,-3.3805,10.2667,10,0.2309,30.8,-0.6373,-0.5951
175,Port Nolloth,SACTN,16.86710358,-29.25240668,28,654,655,656,3,1990-10-16,1990-10-17,1990-10-18,-1.416,-1.8493,0.5058,-4.248,-0.5699,-1.0032,0.5132,-1.7096,10.9333,10.5,0.5132,32.8,-0.1106,-0.7225
176,Port Nolloth,SACTN,16.86710358,-29.25240668,29,662,664,664,3,1990-10-24,1990-10-26,1990-10-26,-1.6682,-2.1864,0.5183,-5.0045,-0.7205,-1.221,0.5008,-2.1614,10.8,10.3,0.5,32.4,-0.6183,-0.5822
177,Port Nolloth,SACTN,16.86710358,-29.25240668,30,669,675,676,8,1990-10-31,1990-11-06,1990-11-07,-1.6236,-2.1523,0.3387,-12.9886,-0.5629,-1.0968,0.3378,-4.5033,11,10.5,0.3423,88,-0.3362,-1.0943
178,Port Nolloth,SACTN,16.86710358,-29.25240668,31,718,721,721,4,1990-12-19,1990-12-22,1990-12-22,-2.0654,-2.3741,0.3016,-8.2616,-1.0448,-1.3548,0.3024,-4.179,11,10.7,0.2944,44,-0.4352,-1.8954
179,Port Nolloth,SACTN,16.86710358,-29.25240668,32,730,734,739,10,1990-12-31,1991-01-04,1991-01-09,-1.6687,-2.6239,0.4966,-16.6868,-0.621,-1.5726,0.4971,-6.2098,11.45,10.5,0.4972,114.5,-0.2942,-0.3187
180,Port Nolloth,SACTN,16.86710358,-29.25240668,33,748,748,750,3,1991-01-18,1991-01-18,1991-01-20,-1.8994,-2.2945,0.3422,-5.6981,-0.8048,-1.2048,0.3464,-2.4144,11.2,10.8,0.3464,33.6,-1.4024,-0.3748
181,Port Nolloth,SACTN,16.86710358,-29.25240668,34,787,787,789,3,1991-02-26,1991-02-26,1991-02-28,-1.939,-2.3499,0.4055,-5.8169,-1.007,-1.4113,0.4016,-3.021,11.4,11,0.4,34.2,-3.3897,-0.2527
182,Port Nolloth,SACTN,16.86710358,-29.25240668,35,836,837,839,4,1991-04-16,1991-04-17,1991-04-19,-1.4568,-2.0668,0.4724,-5.8273,-0.7355,-1.3435,0.469,-2.9419,11.5,10.9,0.4546,46,-0.4474,-0.5796
183,Port Nolloth,SACTN,16.86710358,-29.25240668,36,854,857,860,7,1991-05-04,1991-05-07,1991-05-10,-1.2224,-1.7363,0.3477,-8.5567,-0.5523,-1.0694,0.3475,-3.8663,11.5143,11,0.3485,80.6,-0.0506,-0.0345
184,Port Nolloth,SACTN,16.86710358,-29.25240668,37,890,892,895,6,1991-06-09,1991-06-11,1991-06-14,-1.2064,-1.6953,0.3762,-7.2382,-0.5086,-1,0.3763,-3.0516,11.2833,10.8,0.3764,67.7,-0.3701,-0.1248
185,Port Nolloth,SACTN,16.86710358,-29.25240668,38,925,927,927,3,1991-07-14,1991-07-16,1991-07-16,-1.3487,-1.741,0.3398,-4.046,-0.7,-1.1,0.3464,-2.1,10.8,10.4,0.3464,32.4,-0.3723,-0.2075
186,Port Nolloth,SACTN,16.86710358,-29.25240668,39,955,962,962,8,1991-08-13,1991-08-20,1991-08-20,-1.2084,-2.568,0.8579,-9.6674,-0.704,-2.0629,0.8588,-5.632,10.7625,9.4,0.8601,86.1,-0.3125,-0.4011
187,Port Nolloth,SACTN,16.86710358,-29.25240668,40,967,967,971,5,1991-08-25,1991-08-25,1991-08-29,-1.5658,-2.1624,0.5117,-7.8288,-1.0029,-1.6177,0.5244,-5.0145,10.4,9.8,0.5148,52,-0.7998,-0.209
188,Port Nolloth,SACTN,16.86710358,-29.25240668,41,983,993,997,15,1991-09-10,1991-09-20,1991-09-24,-1.1345,-1.6568,0.3886,-17.0173,-0.4851,-0.9968,0.3836,-7.277,10.9133,10.4,0.3815,163.7,-0.1083,-0.1244
189,Port Nolloth,SACTN,16.86710358,-29.25240668,42,1043,1047,1049,7,1991-11-09,1991-11-13,1991-11-15,-2.0126,-2.4904,0.5514,-14.088,-0.9668,-1.4419,0.5534,-6.7676,10.6714,10.2,0.5499,74.7,-0.4611,-0.4747
190,Port Nolloth,SACTN,16.86710358,-29.25240668,43,1053,1056,1056,4,1991-11-19,1991-11-22,1991-11-22,-0.8445,-2.4547,1.8092,-3.3781,0.2327,-1.3774,1.8087,0.9306,11.9,10.3,1.8019,47.6,-0.522,-0.395
191,Port Nolloth,SACTN,16.86710358,-29.25240668,44,1084,1086,1087,4,1991-12-20,1991-12-22,1991-12-23,-2.0962,-2.4741,0.4488,-8.3848,-1.0766,-1.4548,0.4479,-4.3064,10.975,10.6,0.45,43.9,-1.026,-0.7621
192,Port Nolloth,SACTN,16.86710358,-29.25240668,45,1091,1091,1104,14,1991-12-27,1991-12-27,1992-01-09,-2.0619,-3.0927,0.8643,-28.866,-1.02,-2.0677,0.8685,-14.2806,11.05,10,0.8698,154.7,-1.3018,-0.0683
193,Port Nolloth,SACTN,16.86710358,-29.25240668,46,1109,1124,1130,22,1992-01-14,1992-01-29,1992-02-04,-1.8759,-3.0949,0.8588,-41.2709,-0.76,-1.9565,0.8563,-16.7192,11.2773,10.1,0.8734,248.1,-0.2156,-0.2309
194,Port Nolloth,SACTN,16.86710358,-29.25240668,47,1134,1136,1138,5,1992-02-08,1992-02-10,1992-02-12,-1.5966,-2.1968,0.5154,-7.9832,-0.521,-1.121,0.5184,-2.6048,11.7,11.1,0.5099,58.5,-0.0907,0.071
195,Port Nolloth,SACTN,16.86710358,-29.25240668,48,1162,1167,1168,7,1992-03-07,1992-03-12,1992-03-13,-1.8599,-2.7106,1.1777,-13.0192,-0.9468,-1.7968,1.1764,-6.6274,11.3714,10.5,1.194,79.6,-0.5537,-0.275
196,Port Nolloth,SACTN,16.86710358,-29.25240668,49,1173,1174,1176,4,1992-03-18,1992-03-19,1992-03-21,-2.1447,-2.4709,0.3767,-8.5788,-1.2564,-1.5806,0.3767,-5.0257,11.025,10.7,0.3775,44.1,-1.3292,-0.3227
197,Port Nolloth,SACTN,16.86710358,-29.25240668,50,1198,1199,1200,3,1992-04-12,1992-04-13,1992-04-14,-1.7708,-1.9379,0.1489,-5.3124,-1.0247,-1.1935,0.1535,-3.0741,11.2667,11.1,0.1528,33.8,-0.4193,-0.4829
198,Port Nolloth,SACTN,16.86710358,-29.25240668,51,1207,1207,1210,4,1992-04-21,1992-04-21,1992-04-24,-1.1423,-1.7912,0.8623,-4.5692,-0.4346,-1.079,0.86,-1.7386,11.725,11.1,0.85,46.9,0.1174,-0.1153
199,Port Nolloth,SACTN,16.86710358,-29.25240668,52,1214,1221,1224,11,1992-04-28,1992-05-05,1992-05-08,-1.7634,-2.3497,0.5246,-19.3973,-1.0823,-1.6823,0.5283,-11.905,11,10.4,0.5292,121,-0.1527,-0.1351
200,Port Nolloth,SACTN,16.86710358,-29.25240668,53,1238,1245,1245,8,1992-05-22,1992-05-29,1992-05-29,-2.1799,-2.7031,0.5527,-17.4388,-1.5321,-2.0629,0.5575,-12.2565,10.45,9.9,0.5657,83.6,-0.0925,-0.5069
201,Port Nolloth,SACTN,16.86710358,-29.25240668,54,1251,1252,1253,3,1992-06-04,1992-06-05,1992-06-06,-2.4507,-2.6507,0.2583,-7.352,-1.7968,-1.9968,0.2526,-5.3903,10.1,9.9,0.2646,30.3,-0.4914,-0.7418
202,Port Nolloth,SACTN,16.86710358,-29.25240668,55,1279,1279,1282,4,1992-07-02,1992-07-02,1992-07-05,-1.261,-2.1079,0.5797,-5.0438,-0.4823,-1.3177,0.5739,-1.929,11.025,10.2,0.5679,44.1,0.5134,-0.4574
203,Port Nolloth,SACTN,16.86710358,-29.25240668,56,1301,1306,1306,6,1992-07-24,1992-07-29,1992-07-29,-2.0368,-2.6281,0.4195,-12.2206,-1.4796,-2.0871,0.4318,-8.8774,10.0167,9.4,0.4355,60.1,-0.3081,-0.4093
204,Port Nolloth,SACTN,16.86710358,-29.25240668,57,1348,1349,1351,4,1992-09-09,1992-09-10,1992-09-12,-1.5732,-2.122,0.4216,-6.2929,-0.9419,-1.4919,0.4203,-3.7676,10.45,9.9,0.4203,41.8,-0.8706,-0.2171
205,Port Nolloth,SACTN,16.86710358,-29.25240668,58,1362,1368,1370,9,1992-09-23,1992-09-29,1992-10-01,-1.846,-2.3446,0.3315,-16.6138,-1.1822,-1.6806,0.3308,-10.6402,10.2778,9.8,0.3308,92.5,-0.0798,-0.1686
206,Port Nolloth,SACTN,16.86710358,-29.25240668,59,1411,1416,1419,9,1992-11-11,1992-11-16,1992-11-19,-1.5029,-2.5069,1.2214,-13.5261,-0.4437,-1.4387,1.2181,-3.9934,11.2,10.2,1.2176,100.8,-0.1149,-0.3342
207,Port Nolloth,SACTN,16.86710358,-29.25240668,60,1431,1432,1433,3,1992-12-01,1992-12-02,1992-12-03,-2.4346,-2.6008,0.1534,-7.3038,-1.4495,-1.6194,0.1582,-4.3485,10.3667,10.2,0.1528,31.1,-0.769,-0.329
208,Port Nolloth,SACTN,16.86710358,-29.25240668,61,1437,1439,1444,8,1992-12-07,1992-12-09,1992-12-14,-1.9087,-2.2768,0.2233,-15.2693,-0.8766,-1.2484,0.2246,-7.013,11,10.6,0.2563,88,-0.3358,-0.1884
209,Port Nolloth,SACTN,16.86710358,-29.25240668,62,1480,1484,1485,6,1993-01-19,1993-01-23,1993-01-24,-1.6499,-2.1284,0.4802,-9.8992,-0.5392,-1.0081,0.4728,-3.2354,11.4667,11,0.4719,68.8,-0.1404,-0.5237
210,Port Nolloth,SACTN,16.86710358,-29.25240668,63,1496,1500,1500,5,1993-02-04,1993-02-08,1993-02-08,-1.6366,-2.2752,0.7571,-8.183,-0.5368,-1.1887,0.7543,-2.6839,11.62,11,0.7596,58.1,-0.1752,0.3109
211,Port Nolloth,SACTN,16.86710358,-29.25240668,64,1514,1515,1517,4,1993-02-22,1993-02-23,1993-02-25,-1.6974,-2.1771,0.4948,-6.7897,-0.7302,-1.2016,0.4796,-2.921,11.675,11.2,0.4856,46.7,-0.3611,-0.7488
212,Port Nolloth,SACTN,16.86710358,-29.25240668,65,1528,1536,1536,9,1993-03-08,1993-03-16,1993-03-16,-1.2914,-1.9833,0.5,-11.6226,-0.3801,-1.0806,0.5024,-3.4209,11.9222,11.2,0.5044,107.3,-0.0854,-2.004
213,Port Nolloth,SACTN,16.86710358,-29.25240668,66,1578,1580,1580,3,1993-04-27,1993-04-29,1993-04-29,-1.3671,-1.7918,0.3706,-4.1012,-0.665,-1.0935,0.3739,-1.9951,11.4333,11,0.3786,34.3,-0.4109,-0.0082
214,Port Nolloth,SACTN,16.86710358,-29.25240668,67,1588,1589,1592,5,1993-05-07,1993-05-08,1993-05-11,-0.9042,-1.0298,0.1349,-4.521,-0.2313,-0.3581,0.1383,-1.1566,11.82,11.7,0.1304,59.1,-0.1934,-0.1483
215,Port Nolloth,SACTN,16.86710358,-29.25240668,68,1708,1712,1712,5,1993-09-04,1993-09-08,1993-09-08,-1.2448,-1.6141,0.3114,-6.2238,-0.6319,-0.9919,0.305,-3.1595,10.76,10.4,0.305,53.8,-0.2605,0.1041
216,Port Nolloth,SACTN,16.86710358,-29.25240668,69,1726,1726,1729,4,1993-09-22,1993-09-22,1993-09-25,-1.7616,-2.3712,0.5201,-7.0462,-1.0996,-1.7081,0.519,-4.3983,10.325,9.7,0.5315,41.3,-0.4081,-0.2752
217,Port Nolloth,SACTN,16.86710358,-29.25240668,70,1733,1734,1738,6,1993-09-29,1993-09-30,1993-10-04,-1.1072,-1.8557,0.714,-6.643,-0.4274,-1.1903,0.7233,-2.5645,11.0667,10.3,0.7285,66.4,-0.0776,-0.0656
218,Port Nolloth,SACTN,16.86710358,-29.25240668,71,1742,1753,1754,13,1993-10-08,1993-10-19,1993-10-20,-1.2511,-2.271,0.8109,-16.2645,-0.4324,-1.4048,0.7827,-5.6209,11.0692,10.1,0.7814,143.9,-0.1019,-0.1871
219,Port Nolloth,SACTN,16.86710358,-29.25240668,72,1758,1766,1766,9,1993-10-24,1993-11-01,1993-11-01,-1.7331,-2.2923,0.5492,-15.5976,-0.7326,-1.321,0.5286,-6.5938,10.7889,10.2,0.5278,97.1,-0.1531,-0.2845
220,Port Nolloth,SACTN,16.86710358,-29.25240668,73,1786,1790,1791,6,1993-11-21,1993-11-25,1993-11-26,-1.4457,-1.9699,0.743,-8.6744,-0.3785,-0.9113,0.7489,-2.271,11.3167,10.8,0.7387,67.9,-0.0388,-0.5603
221,Port Nolloth,SACTN,16.86710358,-29.25240668,74,1801,1806,1806,6,1993-12-06,1993-12-11,1993-12-11,-1.387,-1.8154,0.3338,-8.3219,-0.3616,-0.7726,0.3274,-2.1694,11.4833,11.1,0.3189,68.9,-0.1802,-0.578
222,Port Nolloth,SACTN,16.86710358,-29.25240668,75,1963,1968,1969,7,1994-05-17,1994-05-22,1994-05-23,-1.0684,-1.7559,0.4321,-7.4789,-0.3984,-1.0968,0.4413,-2.7887,11.6,10.9,0.4435,81.2,-0.1941,-0.2403
223,Port Nolloth,SACTN,16.86710358,-29.25240668,76,1974,1977,1980,7,1994-05-28,1994-05-31,1994-06-03,-1.7322,-1.9896,0.1898,-12.1255,-1.0922,-1.35,0.1903,-7.6452,10.8571,10.6,0.1902,76,-0.1644,-0.0932
224,Port Nolloth,SACTN,16.86710358,-29.25240668,77,1985,1985,1988,4,1994-06-08,1994-06-08,1994-06-11,-1.7853,-1.9247,0.1991,-7.1411,-1.0992,-1.2484,0.2054,-4.3968,10.725,10.6,0.1893,42.9,0.1091,-0.1957
225,Port Nolloth,SACTN,16.86710358,-29.25240668,78,2016,2019,2021,6,1994-07-09,1994-07-12,1994-07-14,-1.5143,-1.7738,0.2841,-9.0856,-0.8333,-1.1,0.3011,-5,10.6667,10.4,0.3011,64,-0.345,-0.0285
226,Port Nolloth,SACTN,16.86710358,-29.25240668,79,2026,2028,2028,3,1994-07-19,1994-07-21,1994-07-21,-1.7793,-1.9056,0.1095,-5.3378,-1.1667,-1.3,0.1155,-3.5,10.3333,10.2,0.1155,31,-0.093,-0.2079
227,Port Nolloth,SACTN,16.86710358,-29.25240668,80,2049,2051,2052,4,1994-08-11,1994-08-13,1994-08-14,-0.8243,-1.2745,0.3111,-3.2972,-0.3177,-0.7677,0.3109,-1.2708,11.15,10.7,0.3109,44.6,-0.3602,-0.3341
228,Port Nolloth,SACTN,16.86710358,-29.25240668,81,2057,2058,2065,9,1994-08-19,1994-08-20,1994-08-27,-1.1651,-1.668,0.3816,-10.4861,-0.6376,-1.1629,0.3853,-5.7386,10.8,10.3,0.3808,97.2,-0.4994,-0.1314
229,Port Nolloth,SACTN,16.86710358,-29.25240668,82,2099,2101,2104,6,1994-09-30,1994-10-02,1994-10-05,-0.9192,-1.2794,0.194,-5.5151,-0.2306,-0.5984,0.1976,-1.3839,11.2667,10.9,0.1966,67.6,-0.4117,-0.1018
230,Port Nolloth,SACTN,16.86710358,-29.25240668,83,2123,2124,2125,3,1994-10-24,1994-10-25,1994-10-26,-1.6348,-1.8683,0.2134,-4.9045,-0.6871,-0.921,0.2088,-2.0614,10.8333,10.6,0.2082,32.5,-0.3517,-0.1487
231,Port Nolloth,SACTN,16.86710358,-29.25240668,84,2381,2384,2385,5,1995-07-09,1995-07-12,1995-07-13,-0.9859,-1.0738,0.0646,-4.9293,-0.3,-0.4,0.0707,-1.5,11.2,11.1,0.0707,56,-0.0593,-0.4423
232,Port Nolloth,SACTN,16.86710358,-29.25240668,85,2400,2401,2403,4,1995-07-28,1995-07-29,1995-07-31,-0.9238,-1.6281,0.4829,-3.6954,-0.3851,-1.0871,0.4827,-1.5403,11.1,10.4,0.483,44.4,-0.6899,-0.2287
233,Port Nolloth,SACTN,16.86710358,-29.25240668,86,2417,2418,2420,4,1995-08-14,1995-08-15,1995-08-17,-0.7468,-0.9727,0.1716,-2.9872,-0.2423,-0.4677,0.1713,-0.9692,11.225,11,0.1708,44.9,-0.099,-0.0413
234,Port Nolloth,SACTN,16.86710358,-29.25240668,87,2442,2442,2446,5,1995-09-08,1995-09-08,1995-09-12,-1.5014,-1.8141,0.2766,-7.507,-0.8719,-1.1919,0.2775,-4.3595,10.52,10.2,0.2775,52.6,-0.6043,-0.0411
235,Port Nolloth,SACTN,16.86710358,-29.25240668,88,2504,2509,2509,6,1995-11-09,1995-11-14,1995-11-14,-1.4979,-2.0956,0.4854,-8.9874,-0.4543,-1.0419,0.4821,-2.7257,11.1833,10.6,0.4834,67.1,-0.0873,-0.395
236,Port Nolloth,SACTN,16.86710358,-29.25240668,89,2773,2773,2775,3,1996-08-04,1996-08-04,1996-08-06,-0.8501,-0.9868,0.2311,-2.5504,-0.3344,-0.4677,0.2309,-1.0031,11.1333,11,0.2309,33.4,-0.4953,-0.1632
237,Port Nolloth,SACTN,16.86710358,-29.25240668,90,2793,2795,2795,3,1996-08-24,1996-08-26,1996-08-26,-0.6294,-0.6633,0.0581,-1.8883,-0.0849,-0.129,0.0592,-0.2548,11.3333,11.3,0.0577,34,0.02,-1.1982
