site,product,intensity_mean
Lamberts Bay,G1SST,-2.13
Lamberts Bay,G1SST,-0.9978
Lamberts Bay,G1SST,-1.0721
Lamberts Bay,G1SST,-2.7552
Lamberts Bay,G1SST,-0.491
Lamberts Bay,G1SST,-2.1136
Lamberts Bay,G1SST,-1.8571
Lamberts Bay,G1SST,-0.9783
Lamberts Bay,G1SST,-0.6687
Lamberts Bay,G1SST,-0.4638
Lamberts Bay,G1SST,-0.5146
Lamberts Bay,G1SST,-0.4228
Lamberts Bay,G1SST,-0.8719
Lamberts Bay,G1SST,-1.4298
Lamberts Bay,G1SST,-1.5572
Lamberts Bay,G1SST,-3.0639
Lamberts Bay,G1SST,-0.8848
Port Nolloth,G1SST,-1.6562
Port Nolloth,G1SST,-2.3296
Port Nolloth,G1SST,-2.4651
Port Nolloth,G1SST,-1.1418
Port Nolloth,G1SST,-1.2545
Port Nolloth,G1SST,-0.5543
Port Nolloth,G1SST,-0.6851
Port Nolloth,G1SST,-1.0836
Port Nolloth,G1SST,-1.3638
Port Nolloth,G1SST,-1.1055
Port Nolloth,G1SST,-0.5663
Port Nolloth,G1SST,-0.8937
Port Nolloth,G1SST,-1.2754
Port Nolloth,G1SST,-0.6655
Port Nolloth,G1SST,-0.4942
Port Nolloth,G1SST,-1.3985
Port Nolloth,G1SST,-1.0144
Port Nolloth,G1SST,-1.0385
Port Nolloth,G1SST,-1.1945
Port Nolloth,G1SST,-1.4347
Port Nolloth,G1SST,-1.4895
Port Nolloth,G1SST,-0.4708
Port Nolloth,G1SST,-0.5561
Port Nolloth,G1SST,-0.3045
Port Nolloth,G1SST,-0.516
Port Nolloth,G1SST,-1.0886
Port Nolloth,G1SST,-0.3728
Port Nolloth,G1SST,-0.4317
Port Nolloth,G1SST,-0.7216
Port Nolloth,G1SST,-1.4339
Port Nolloth,G1SST,-0.6223
Port Nolloth,G1SST,-0.549
Port Nolloth,G1SST,-0.5672
Saldanha Bay,G1SST,-2.4745
Saldanha Bay,G1SST,-1.3827
Saldanha Bay,G1SST,-1.4558
Saldanha Bay,G1SST,-2.553
Saldanha Bay,G1SST,-2.8218
Saldanha Bay,G1SST,-1.1146
Saldanha Bay,G1SST,-1.3671
Saldanha Bay,G1SST,-1.9782
Saldanha Bay,G1SST,-1.5166
Saldanha Bay,G1SST,-0.6426
Saldanha Bay,G1SST,-0.4307
Saldanha Bay,G1SST,-0.732
Saldanha Bay,G1SST,-0.4265
Saldanha Bay,G1SST,-0.6292
Saldanha Bay,G1SST,-0.5261
Saldanha Bay,G1SST,-0.6513
Saldanha Bay,G1SST,-0.4423
Saldanha Bay,G1SST,-1.3835
Saldanha Bay,G1SST,-2.0129
Saldanha Bay,G1SST,-1.3697
Saldanha Bay,G1SST,-2.138
Saldanha Bay,G1SST,-1.122
Saldanha Bay,G1SST,-0.7834
Saldanha Bay,G1SST,-0.8293
Saldanha Bay,G1SST,-0.8949
Saldanha Bay,G1SST,-0.4386
Saldanha Bay,G1SST,-0.2952
Saldanha Bay,G1SST,-0.4669
Saldanha Bay,G1SST,-0.3162
Saldanha Bay,G1SST,-0.5784
Saldanha Bay,G1SST,-0.3344
Saldanha Bay,G1SST,-0.9052
Saldanha Bay,G1SST,-0.6701
Saldanha Bay,G1SST,-0.5589
Saldanha Bay,G1SST,-0.9154
Saldanha Bay,G1SST,-0.4186
Saldanha Bay,G1SST,-0.9252
Saldanha Bay,G1SST,-0.5564
Saldanha Bay,G1SST,-0.8027
Saldanha Bay,G1SST,-0.4765
Sea Point,G1SST,-1.1021
Sea Point,G1SST,-1.8276
Sea Point,G1SST,-1.9236
Sea Point,G1SST,-2.2819
Sea Point,G1SST,-1.4964
Sea Point,G1SST,-1.0727
Sea Point,G1SST,-0.3824
Sea Point,G1SST,-0.6809
Sea Point,G1SST,-0.5285
Sea Point,G1SST,-1.4861
Sea Point,G1SST,-1.2025
Sea Point,G1SST,-1.9066
Sea Point,G1SST,-1.6723
Sea Point,G1SST,-1.0451
Sea Point,G1SST,-1.1859
Sea Point,G1SST,-1.0504
Sea Point,G1SST,-1.0708
Sea Point,G1SST,-0.5128
Sea Point,G1SST,-0.9802
Sea Point,G1SST,-0.8835
Sea Point,G1SST,-0.6178
Sea Point,G1SST,-0.7209
Sea Point,G1SST,-0.8402
Sea Point,G1SST,-0.7565
Sea Point,G1SST,-0.647
Sea Point,G1SST,-1.0949
Sea Point,G1SST,-1.027
Sea Point,G1SST,-0.9928
Sea Point,G1SST,-0.8995
Sea Point,G1SST,-0.3607
Sea Point,G1SST,-0.7346
Lamberts Bay,MUR,-1.2203
Lamberts Bay,MUR,-0.9237
Lamberts Bay,MUR,-0.5204
Lamberts Bay,MUR,-0.5746
Lamberts Bay,MUR,-0.5754
Lamberts Bay,MUR,-1.2119
Lamberts Bay,MUR,-1.1134
Lamberts Bay,MUR,-0.9762
Lamberts Bay,MUR,-0.9001
Lamberts Bay,MUR,-1.3044
Lamberts Bay,MUR,-1.5071
Lamberts Bay,MUR,-2.1199
Lamberts Bay,MUR,-1.3807
Lamberts Bay,MUR,-2.0476
Lamberts Bay,MUR,-1.6436
Lamberts Bay,MUR,-1.1025
Lamberts Bay,MUR,-1.0208
Lamberts Bay,MUR,-0.9025
Lamberts Bay,MUR,-1.0024
Lamberts Bay,MUR,-0.9449
Lamberts Bay,MUR,-0.5265
Lamberts Bay,MUR,-0.9637
Lamberts Bay,MUR,-1.5798
Lamberts Bay,MUR,-0.8869
Lamberts Bay,MUR,-0.9354
Lamberts Bay,MUR,-0.9826
Lamberts Bay,MUR,-1.5229
Lamberts Bay,MUR,-0.7828
Lamberts Bay,MUR,-1.0196
Lamberts Bay,MUR,-1.1393
Lamberts Bay,MUR,-1.4188
Lamberts Bay,MUR,-2.1388
Lamberts Bay,MUR,-1.1111
Lamberts Bay,MUR,-0.875
Lamberts Bay,MUR,-0.725
Lamberts Bay,MUR,-1.0857
Lamberts Bay,MUR,-1.03
Lamberts Bay,MUR,-1.0589
Lamberts Bay,MUR,-0.8687
Lamberts Bay,MUR,-0.8963
Lamberts Bay,MUR,-1.4239
Lamberts Bay,MUR,-1.2781
Lamberts Bay,MUR,-1.281
Lamberts Bay,MUR,-0.7923
Lamberts Bay,MUR,-1.1323
Lamberts Bay,MUR,-1.598
Lamberts Bay,MUR,-0.6463
Lamberts Bay,MUR,-0.7195
Lamberts Bay,MUR,-1.1159
Lamberts Bay,MUR,-0.737
Lamberts Bay,MUR,-1.2426
Lamberts Bay,MUR,-1.7713
Lamberts Bay,MUR,-1.144
Lamberts Bay,MUR,-0.5384
Lamberts Bay,MUR,-1.2312
Lamberts Bay,MUR,-0.6946
Lamberts Bay,MUR,-1.8223
Lamberts Bay,MUR,-1.3083
Lamberts Bay,MUR,-1.5706
Lamberts Bay,MUR,-0.7438
Lamberts Bay,MUR,-0.8184
Lamberts Bay,MUR,-1.565
Lamberts Bay,MUR,-2.0155
Lamberts Bay,MUR,-0.8725
Lamberts Bay,MUR,-1.1165
Lamberts Bay,MUR,-0.3758
Lamberts Bay,MUR,-0.563
Lamberts Bay,MUR,-0.8214
Lamberts Bay,MUR,-0.5009
Lamberts Bay,MUR,-1.552
Lamberts Bay,MUR,-0.6439
Lamberts Bay,MUR,-0.7061
Lamberts Bay,MUR,-0.8335
Lamberts Bay,MUR,-0.9865
Lamberts Bay,MUR,-0.939
Lamberts Bay,MUR,-1.0926
Lamberts Bay,MUR,-0.6108
Lamberts Bay,MUR,-0.5897
Lamberts Bay,MUR,-0.4519
Lamberts Bay,MUR,-0.6521
Lamberts Bay,MUR,-0.5467
Lamberts Bay,MUR,-0.4737
Lamberts Bay,MUR,-0.5814
Lamberts Bay,MUR,-0.6811
Lamberts Bay,MUR,-1.2309
Lamberts Bay,MUR,-1.1644
Lamberts Bay,MUR,-0.9504
Lamberts Bay,MUR,-1.0949
Lamberts Bay,MUR,-1.1519
Port Nolloth,MUR,-1.0118
Port Nolloth,MUR,-0.6909
Port Nolloth,MUR,-1.0739
Port Nolloth,MUR,-1.1984
Port Nolloth,MUR,-1.3772
Port Nolloth,MUR,-1.6235
Port Nolloth,MUR,-1.1871
Port Nolloth,MUR,-1.1034
Port Nolloth,MUR,-1.9472
Port Nolloth,MUR,-1.1961
Port Nolloth,MUR,-1.0449
Port Nolloth,MUR,-1.3024
Port Nolloth,MUR,-1.1449
Port Nolloth,MUR,-1.1359
Port Nolloth,MUR,-0.8649
Port Nolloth,MUR,-1.5111
Port Nolloth,MUR,-1.1462
Port Nolloth,MUR,-1.3573
Port Nolloth,MUR,-1.3184
Port Nolloth,MUR,-0.6139
Port Nolloth,MUR,-0.9022
Port Nolloth,MUR,-0.4971
Port Nolloth,MUR,-1.5543
Port Nolloth,MUR,-0.9417
Port Nolloth,MUR,-0.7601
Port Nolloth,MUR,-0.4223
Port Nolloth,MUR,-0.4171
Port Nolloth,MUR,-0.8987
Port Nolloth,MUR,-0.9507
Port Nolloth,MUR,-0.8182
Port Nolloth,MUR,-0.6346
Port Nolloth,MUR,-0.956
Port Nolloth,MUR,-1.2388
Port Nolloth,MUR,-0.7324
Port Nolloth,MUR,-0.7099
Port Nolloth,MUR,-1.2093
Port Nolloth,MUR,-0.7563
Port Nolloth,MUR,-0.8939
Port Nolloth,MUR,-1.1497
Port Nolloth,MUR,-0.7444
Port Nolloth,MUR,-0.6504
Port Nolloth,MUR,-0.6604
Port Nolloth,MUR,-0.7471
Port Nolloth,MUR,-0.7574
Port Nolloth,MUR,-0.3464
Port Nolloth,MUR,-0.5195
Port Nolloth,MUR,-0.5793
Port Nolloth,MUR,-0.6297
Port Nolloth,MUR,-0.9382
Port Nolloth,MUR,-1.6184
Port Nolloth,MUR,-0.8784
Port Nolloth,MUR,-0.6837
Port Nolloth,MUR,-0.5574
Port Nolloth,MUR,-0.8088
Port Nolloth,MUR,-0.8206
Port Nolloth,MUR,-0.5921
Port Nolloth,MUR,-0.5328
Port Nolloth,MUR,-0.5369
Port Nolloth,MUR,-0.6849
Port Nolloth,MUR,-1.0369
Port Nolloth,MUR,-0.6943
Port Nolloth,MUR,-0.4579
Port Nolloth,MUR,-0.6463
Port Nolloth,MUR,-1.0433
Port Nolloth,MUR,-0.5083
Saldanha Bay,MUR,-1.883
Saldanha Bay,MUR,-2.5215
Saldanha Bay,MUR,-1.0517
Saldanha Bay,MUR,-0.8374
Saldanha Bay,MUR,-2.0963
Saldanha Bay,MUR,-1.3623
Saldanha Bay,MUR,-1.7855
Saldanha Bay,MUR,-1.7939
Saldanha Bay,MUR,-1.0705
Saldanha Bay,MUR,-1.1414
Saldanha Bay,MUR,-1.0779
Saldanha Bay,MUR,-0.8803
Saldanha Bay,MUR,-1.3714
Saldanha Bay,MUR,-0.7646
Saldanha Bay,MUR,-1.0779
Saldanha Bay,MUR,-1.0818
Saldanha Bay,MUR,-1.7025
Saldanha Bay,MUR,-0.9492
Saldanha Bay,MUR,-0.9997
Saldanha Bay,MUR,-1.5066
Saldanha Bay,MUR,-2.1039
Saldanha Bay,MUR,-0.5395
Saldanha Bay,MUR,-0.928
Saldanha Bay,MUR,-1.7991
Saldanha Bay,MUR,-0.7248
Saldanha Bay,MUR,-0.934
Saldanha Bay,MUR,-1.2284
Saldanha Bay,MUR,-0.8875
Saldanha Bay,MUR,-1.6798
Saldanha Bay,MUR,-1.1999
Saldanha Bay,MUR,-1.0417
Saldanha Bay,MUR,-1.9532
Saldanha Bay,MUR,-2.1629
Saldanha Bay,MUR,-2.219
Saldanha Bay,MUR,-2.5075
Saldanha Bay,MUR,-1.2432
Saldanha Bay,MUR,-0.7699
Saldanha Bay,MUR,-0.9777
Saldanha Bay,MUR,-0.7999
Saldanha Bay,MUR,-0.4763
Saldanha Bay,MUR,-0.5915
Saldanha Bay,MUR,-0.4497
Saldanha Bay,MUR,-1.2183
Saldanha Bay,MUR,-0.9789
Saldanha Bay,MUR,-0.8746
Saldanha Bay,MUR,-0.8194
Saldanha Bay,MUR,-0.8267
Saldanha Bay,MUR,-1.0854
Saldanha Bay,MUR,-0.5216
Saldanha Bay,MUR,-0.6666
Saldanha Bay,MUR,-0.8732
Saldanha Bay,MUR,-0.4896
Saldanha Bay,MUR,-0.6345
Saldanha Bay,MUR,-1.1859
Saldanha Bay,MUR,-1.8123
Saldanha Bay,MUR,-1.8684
Saldanha Bay,MUR,-0.9542
Saldanha Bay,MUR,-1.5878
Saldanha Bay,MUR,-1.1013
Saldanha Bay,MUR,-0.4327
Saldanha Bay,MUR,-0.6236
Saldanha Bay,MUR,-1.0311
Saldanha Bay,MUR,-1.415
Saldanha Bay,MUR,-0.635
Saldanha Bay,MUR,-0.705
Saldanha Bay,MUR,-0.9003
Saldanha Bay,MUR,-1.1064
Saldanha Bay,MUR,-0.5859
Saldanha Bay,MUR,-1.4978
Saldanha Bay,MUR,-0.9051
Saldanha Bay,MUR,-1.4503
Saldanha Bay,MUR,-0.8048
Saldanha Bay,MUR,-0.2206
Saldanha Bay,MUR,-0.4906
Saldanha Bay,MUR,-0.573
Saldanha Bay,MUR,-0.6588
Saldanha Bay,MUR,-0.7171
Saldanha Bay,MUR,-0.8248
Saldanha Bay,MUR,-0.8408
Saldanha Bay,MUR,-0.6751
Sea Point,MUR,-3.2055
Sea Point,MUR,-1.0554
Sea Point,MUR,-2.1048
Sea Point,MUR,-1.8279
Sea Point,MUR,-1.4594
Sea Point,MUR,-1.0035
Sea Point,MUR,-2.3836
Sea Point,MUR,-1.07
Sea Point,MUR,-1.9114
Sea Point,MUR,-1.4008
Sea Point,MUR,-1.3033
Sea Point,MUR,-1.8999
Sea Point,MUR,-1.8383
Sea Point,MUR,-1.4544
Sea Point,MUR,-0.5855
Sea Point,MUR,-1.4627
Sea Point,MUR,-1.4818
Sea Point,MUR,-2.2424
Sea Point,MUR,-2.8099
Sea Point,MUR,-0.8468
Sea Point,MUR,-1.7511
Sea Point,MUR,-1.3765
Sea Point,MUR,-0.958
Sea Point,MUR,-1.6641
Sea Point,MUR,-1.224
Sea Point,MUR,-1.4812
Sea Point,MUR,-0.5059
Sea Point,MUR,-1.069
Sea Point,MUR,-0.7179
Sea Point,MUR,-1.2472
Sea Point,MUR,-0.9512
Sea Point,MUR,-2.3549
Sea Point,MUR,-0.949
Sea Point,MUR,-1.6792
Sea Point,MUR,-0.8716
Sea Point,MUR,-0.8874
Sea Point,MUR,-0.9313
Sea Point,MUR,-0.563
Sea Point,MUR,-0.9258
Sea Point,MUR,-1.5445
Sea Point,MUR,-1.1893
Sea Point,MUR,-0.7256
Sea Point,MUR,-0.7642
Sea Point,MUR,-0.6316
Sea Point,MUR,-0.7812
Sea Point,MUR,-0.846
Sea Point,MUR,-0.5773
Sea Point,MUR,-0.7328
Lamberts Bay,MUR,-1.3149
Lamberts Bay,MUR,-1.1411
Lamberts Bay,MUR,-2.0863
Lamberts Bay,MUR,-3.8913
Lamberts Bay,MUR,-1.8152
Lamberts Bay,MUR,-0.7817
Lamberts Bay,MUR,-1.2102
Lamberts Bay,MUR,-0.8273
Lamberts Bay,MUR,-1.1133
Lamberts Bay,MUR,-1.0337
Lamberts Bay,MUR,-0.6682
Lamberts Bay,MUR,-1.0687
Lamberts Bay,MUR,-0.7163
Lamberts Bay,MUR,-1.5868
Lamberts Bay,MUR,-2.1926
Lamberts Bay,MUR,-1.8671
Lamberts Bay,MUR,-1.2328
Lamberts Bay,MUR,-3.0567
Lamberts Bay,MUR,-1.3872
Lamberts Bay,MUR,-0.8822
Lamberts Bay,MUR,-0.6314
Lamberts Bay,MUR,-0.6068
Lamberts Bay,MUR,-0.9222
Lamberts Bay,MUR,-0.9712
Lamberts Bay,MUR,-3.0383
Lamberts Bay,MUR,-2.0361
Lamberts Bay,MUR,-0.9261
Lamberts Bay,MUR,-0.9816
Lamberts Bay,MUR,-0.9412
Lamberts Bay,MUR,-0.7508
Lamberts Bay,MUR,-0.7832
Lamberts Bay,MUR,-0.5306
Lamberts Bay,MUR,-0.7189
Lamberts Bay,MUR,-1.2927
Lamberts Bay,MUR,-1.1035
Lamberts Bay,MUR,-3.118
Lamberts Bay,MUR,-1.3387
Lamberts Bay,MUR,-0.9687
Lamberts Bay,MUR,-0.8238
Lamberts Bay,MUR,-0.7127
Lamberts Bay,MUR,-0.8992
Lamberts Bay,MUR,-1.1084
Lamberts Bay,MUR,-1.6845
Lamberts Bay,MUR,-1.0367
Lamberts Bay,MUR,-0.3762
Lamberts Bay,MUR,-0.6451
Lamberts Bay,MUR,-0.5786
Lamberts Bay,MUR,-0.5434
Lamberts Bay,MUR,-1.4326
Lamberts Bay,MUR,-0.7873
Lamberts Bay,MUR,-0.8721
Lamberts Bay,MUR,-1.977
Port Nolloth,MUR,-1.4796
Port Nolloth,MUR,-1.1728
Port Nolloth,MUR,-1.0941
Port Nolloth,MUR,-0.6103
Port Nolloth,MUR,-1.0479
Port Nolloth,MUR,-1.0916
Port Nolloth,MUR,-2.6384
Port Nolloth,MUR,-2.4475
Port Nolloth,MUR,-1.275
Port Nolloth,MUR,-1.0908
Port Nolloth,MUR,-0.6597
Port Nolloth,MUR,-0.9247
Port Nolloth,MUR,-0.7275
Port Nolloth,MUR,-0.8932
Port Nolloth,MUR,-0.5394
Port Nolloth,MUR,-2.2882
Port Nolloth,MUR,-2.078
Port Nolloth,MUR,-1.1665
Port Nolloth,MUR,-0.9954
Port Nolloth,MUR,-0.8814
Port Nolloth,MUR,-0.8807
Port Nolloth,MUR,-0.7249
Port Nolloth,MUR,-0.5512
Port Nolloth,MUR,-0.6466
Port Nolloth,MUR,-0.5674
Port Nolloth,MUR,-0.7821
Port Nolloth,MUR,-1.1978
Port Nolloth,MUR,-0.3668
Port Nolloth,MUR,-0.9856
Port Nolloth,MUR,-0.9482
Port Nolloth,MUR,-0.6649
Saldanha Bay,MUR,-1.5539
Saldanha Bay,MUR,-1.1796
Saldanha Bay,MUR,-1.8581
Saldanha Bay,MUR,-3.6454
Saldanha Bay,MUR,-1.2529
Saldanha Bay,MUR,-1.6025
Saldanha Bay,MUR,-1.766
Saldanha Bay,MUR,-1.3175
Saldanha Bay,MUR,-0.708
Saldanha Bay,MUR,-1.2438
Saldanha Bay,MUR,-0.8804
Saldanha Bay,MUR,-0.7419
Saldanha Bay,MUR,-0.8693
Saldanha Bay,MUR,-0.6807
Saldanha Bay,MUR,-1.0716
Saldanha Bay,MUR,-0.5386
Saldanha Bay,MUR,-0.9464
Saldanha Bay,MUR,-2.2814
Saldanha Bay,MUR,-3.4927
Saldanha Bay,MUR,-1.2961
Saldanha Bay,MUR,-1.2188
Saldanha Bay,MUR,-0.8007
Saldanha Bay,MUR,-0.7544
Saldanha Bay,MUR,-1.1198
Saldanha Bay,MUR,-2.1242
Saldanha Bay,MUR,-1.3021
Saldanha Bay,MUR,-1.754
Saldanha Bay,MUR,-1.2915
Saldanha Bay,MUR,-0.4356
Saldanha Bay,MUR,-0.8784
Saldanha Bay,MUR,-0.6411
Saldanha Bay,MUR,-0.6512
Saldanha Bay,MUR,-0.7559
Saldanha Bay,MUR,-0.697
Saldanha Bay,MUR,-0.6813
Saldanha Bay,MUR,-1.8454
Saldanha Bay,MUR,-2.1182
Saldanha Bay,MUR,-1.6477
Saldanha Bay,MUR,-1.9121
Saldanha Bay,MUR,-0.8569
Saldanha Bay,MUR,-0.66
Saldanha Bay,MUR,-0.7673
Saldanha Bay,MUR,-0.3464
Saldanha Bay,MUR,-0.6365
Saldanha Bay,MUR,-0.8213
Saldanha Bay,MUR,-0.6975
Saldanha Bay,MUR,-0.8788
Saldanha Bay,MUR,-0.7428
Saldanha Bay,MUR,-0.6768
Saldanha Bay,MUR,-1.1109
Saldanha Bay,MUR,-0.3683
Saldanha Bay,MUR,-0.3225
Sea Point,MUR,-0.9335
Sea Point,MUR,-1.6549
Sea Point,MUR,-1.8285
Sea Point,MUR,-1.6422
Sea Point,MUR,-1.8836
Sea Point,MUR,-2.2043
Sea Point,MUR,-1.5411
Sea Point,MUR,-0.8279
Sea Point,MUR,-0.5942
Sea Point,MUR,-3.7232
Sea Point,MUR,-1.7008
Sea Point,MUR,-1.2744
Sea Point,MUR,-1.0022
Sea Point,MUR,-1.2468
Sea Point,MUR,-1.424
Sea Point,MUR,-1.0188
Sea Point,MUR,-0.5821
Sea Point,MUR,-0.8178
Sea Point,MUR,-0.8143
Sea Point,MUR,-0.9495
Sea Point,MUR,-3.1915
Sea Point,MUR,-1.0202
Sea Point,MUR,-0.5851
Sea Point,MUR,-0.8895
Sea Point,MUR,-0.6754
Sea Point,MUR,-0.6035
Sea Point,MUR,-0.9614
Sea Point,MUR,-0.8199
Sea Point,MUR,-0.6758
Sea Point,MUR,-1.4499
Sea Point,MUR,-0.6267
Sea Point,MUR,-0.7845
